,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
contig-51518000010,0.7132529,0.22331691,0.54400945,0.1926564,0.19342978,0.42845818,0.43928248,0.4898388,0.23820941,0.25903165,0.18619692,0.42651933,0.5813247,0.21014738,0.4869546,0.45840576,0.2845364,0.49619213,0.15269506,0.33684477,0.17449847,0.15468694,0.373699,0.5266907,0.1655353,0.7322138,0.2014566,0.1783499,0.40342885,0.3716259,0.44794118,0.14961217,0.14508757,0.45662805,0.36753458,0.19160551,0.1781621,0.17081855,0.5459858,0.20538987,0.39163035,0.4897279,0.48523927,0.43318024,0.14872196,0.38296384,0.514115,0.24274689,0.122819714,0.13630448,0.4044832,0.13454011,0.4368139,0.5446336,0.12393509,0.16194884,0.15481746,0.21417728,0.1766129,0.1473853,0.2007611,0.17838132,0.14205547,0.2428621,0.1782341,0.42974803,0.4702278,0.5185667,0.15378836,0.42201024
contig-5153000008,0.7006137,0.22581618,0.5996484,0.20640874,0.24199493,0.4564101,0.40942812,0.66559255,0.34246093,0.3722555,0.19834392,0.5335875,0.54943854,0.2131293,0.3402861,0.58435047,0.32915184,0.56221485,0.1683521,0.3016971,0.17538624,0.1571498,0.49098915,0.40893903,0.18517685,0.56077003,0.20364399,0.16775936,0.48665333,0.42069203,0.607243,0.17102061,0.16826254,0.34538138,0.36181405,0.22652775,0.18363164,0.16455379,0.53189117,0.27958906,0.38418815,0.41964743,0.4961133,0.53281695,0.2200129,0.4315283,0.3619361,0.32250643,0.13821536,0.18415852,0.54505956,0.15624976,0.3668774,0.31504974,0.13788858,0.21200259,0.16463378,0.25369936,0.23110197,0.16818546,0.2024902,0.24095502,0.19730036,0.4793704,0.2147607,0.61487603,0.41216397,0.49587685,0.14343852,0.4416582
contig-51630000001,0.6531387,0.24343549,0.6108289,0.1978187,0.23891644,0.4228745,0.38681954,0.69438094,0.4651854,0.37008774,0.21429005,0.39748302,0.5531943,0.2643533,0.35562974,0.6264254,0.33878398,0.5663959,0.18663767,0.32451934,0.18157218,0.15917403,0.40485257,0.33419657,0.17747954,0.5060149,0.23881544,0.22682576,0.58682007,0.43509695,0.5607614,0.20093137,0.20349802,0.3675099,0.34683055,0.3046429,0.23153889,0.19147165,0.51742965,0.2776577,0.43077016,0.41371793,0.5164987,0.5459986,0.22145689,0.47645015,0.4051928,0.35838142,0.15737829,0.210024,0.47309154,0.18187188,0.3483281,0.3164708,0.18556093,0.2664611,0.21328428,0.28476974,0.23037651,0.20394824,0.21785569,0.23963827,0.2104565,0.39479685,0.21141484,0.5782517,0.4201243,0.4920457,0.19158196,0.43232796
contig-5166000004,0.70192003,0.23467511,0.5450958,0.21362555,0.21748544,0.41384038,0.43408635,0.512097,0.25151327,0.33655065,0.20992282,0.41705522,0.5078942,0.263899,0.47563612,0.45514917,0.3006087,0.5319924,0.18169376,0.32326892,0.1921869,0.19235697,0.34671897,0.49510807,0.1938429,0.6721512,0.22108264,0.18723187,0.3828488,0.41186064,0.48012504,0.18854982,0.17573911,0.54292095,0.42535195,0.20554858,0.19193536,0.1927733,0.54167634,0.21966834,0.42627278,0.5053197,0.49242795,0.5043907,0.20816627,0.3962416,0.5087937,0.27606782,0.15900788,0.1701215,0.40299228,0.16617891,0.39955884,0.57831514,0.17049451,0.21224655,0.18739408,0.22751735,0.2252637,0.17817427,0.2325787,0.1997594,0.1805418,0.26669735,0.21073154,0.37148353,0.49221694,0.52286464,0.17949302,0.4281021
contig-51694000005,0.6750136,0.19053368,0.62040395,0.15044521,0.18016736,0.40937737,0.40432236,0.7915127,0.43172386,0.38078555,0.16871691,0.4228905,0.55288947,0.1974806,0.31069103,0.65964985,0.2892512,0.5037787,0.12511653,0.26337975,0.118485644,0.10842816,0.4104261,0.2889755,0.11973288,0.5081388,0.15918703,0.14767258,0.658367,0.4116886,0.568661,0.14349428,0.1438624,0.29991192,0.27576903,0.23168716,0.15644124,0.117556565,0.50240475,0.21219228,0.35761806,0.3730994,0.4860657,0.59176576,0.1670047,0.4521547,0.35485083,0.37218976,0.097283766,0.14147428,0.49991167,0.1229458,0.36169407,0.24231915,0.120645784,0.20712118,0.1415704,0.2103375,0.18739703,0.13265248,0.15122977,0.18459351,0.13715073,0.43615213,0.15309018,0.6339775,0.3859596,0.46328312,0.116689205,0.45788956
contig-51723000002,0.68325156,0.23307295,0.6221396,0.18414682,0.20273726,0.4096057,0.39498353,0.7677853,0.52445114,0.4079159,0.2125393,0.378066,0.5298019,0.24367677,0.36741573,0.6541301,0.3569615,0.5617007,0.16220014,0.33146578,0.1557391,0.1323552,0.43483737,0.29333824,0.15585916,0.50776756,0.19018316,0.18223,0.660717,0.43361607,0.54747045,0.19352037,0.18061325,0.3145415,0.29367256,0.27005878,0.20156926,0.16377565,0.50870264,0.24416669,0.40004072,0.37255344,0.50957507,0.5524608,0.21206672,0.4794433,0.38493603,0.37741214,0.13570349,0.1783152,0.48808306,0.17606424,0.39100686,0.2581263,0.15659016,0.26265168,0.18813598,0.2659135,0.21035007,0.19577534,0.1891933,0.20847677,0.18574716,0.4550411,0.19085404,0.7086774,0.39449078,0.49429658,0.16735187,0.4541604
contig-51771000003,0.6690141,0.24188103,0.59123814,0.2103235,0.23799905,0.42998233,0.42904434,0.67396224,0.42798093,0.36158866,0.23627338,0.4378688,0.5610065,0.2579821,0.38470328,0.63670594,0.31953096,0.509702,0.19486438,0.32846823,0.1809963,0.16684854,0.41091445,0.34127986,0.19496797,0.52673423,0.20880334,0.20115961,0.59426427,0.43675804,0.53462386,0.20780113,0.18982708,0.34800535,0.31734216,0.26407772,0.21566844,0.17871448,0.5429933,0.26989898,0.40737605,0.3912554,0.5043501,0.5507425,0.22599421,0.45590562,0.39551944,0.3551637,0.15965357,0.20912497,0.48564047,0.176487,0.39508408,0.3121989,0.17449696,0.25863162,0.20798396,0.26829332,0.24602917,0.19427314,0.21693805,0.2313098,0.19753109,0.42348284,0.22683974,0.6237912,0.43605426,0.5032832,0.17538384,0.4646594
contig-51816000004,0.67726904,0.24001774,0.58356446,0.20156644,0.24417984,0.44336268,0.4205039,0.63768333,0.35715333,0.36133185,0.22097024,0.46946192,0.55238825,0.2325618,0.3646169,0.6069091,0.2955351,0.5228573,0.17675914,0.30908757,0.179084,0.16039553,0.46476883,0.41045853,0.18472128,0.564291,0.21824035,0.18418449,0.5089893,0.42388487,0.5363823,0.17965819,0.1750748,0.34595138,0.34260076,0.2286308,0.18735869,0.17468977,0.5383132,0.26934037,0.39086914,0.41515785,0.49535733,0.5475497,0.20684786,0.43703184,0.40536386,0.32338384,0.14340082,0.18724868,0.5178792,0.16126303,0.36558726,0.34081402,0.15295117,0.22092399,0.18244934,0.24717908,0.22568986,0.17121641,0.21245362,0.22910321,0.20350842,0.43600792,0.2238495,0.5375309,0.4299842,0.4943803,0.14908855,0.44202593
contig-51877000004,0.6787043,0.26700974,0.5794743,0.26191545,0.27652216,0.47211203,0.4270331,0.61001956,0.37408647,0.38418192,0.27471495,0.44090262,0.5180542,0.27203634,0.417933,0.5538229,0.34733337,0.5075778,0.23079284,0.36358163,0.23190424,0.22906414,0.47518384,0.4504606,0.23647515,0.5708398,0.28472146,0.2505157,0.4753132,0.46354514,0.5380703,0.24970464,0.23596413,0.3995808,0.3804685,0.27683437,0.24489966,0.21770746,0.5501728,0.29744163,0.38705933,0.42729783,0.52290475,0.46063498,0.24052736,0.45775688,0.439914,0.36474305,0.20006305,0.21916148,0.56224763,0.21180846,0.43278357,0.3900889,0.22191054,0.28576228,0.23197381,0.294004,0.26514956,0.2310961,0.25758868,0.2772709,0.24553287,0.43438944,0.26117373,0.50684553,0.4463109,0.5407393,0.21022922,0.44535077
contig-51919000002,0.67566574,0.21437529,0.5951976,0.23439601,0.21079883,0.46176726,0.41607317,0.6766002,0.4387261,0.39695272,0.21270412,0.46826714,0.5001298,0.2339847,0.39093196,0.597298,0.3445776,0.48211735,0.16705464,0.30443364,0.17471991,0.16682796,0.38166273,0.3950203,0.18356963,0.5508474,0.2467698,0.19906563,0.59995145,0.46582446,0.55110437,0.19074926,0.19329567,0.35318464,0.34653127,0.28140566,0.20335524,0.1740937,0.5141904,0.24509495,0.37974617,0.43112537,0.5177794,0.47415927,0.19967972,0.44725588,0.39888093,0.3433755,0.15675354,0.18212985,0.5368607,0.16896974,0.38289174,0.31650767,0.17999072,0.28242037,0.18844764,0.27388042,0.23960496,0.17939818,0.20065166,0.23501678,0.19349314,0.38969836,0.21912414,0.45426348,0.42325878,0.4995469,0.16304088,0.43826166
contig-51975000003,0.74039626,0.2041476,0.52068186,0.1560503,0.17162506,0.40219134,0.45215973,0.48819664,0.1992483,0.26100937,0.17334941,0.3935591,0.56003535,0.21749495,0.4865402,0.44955203,0.23317748,0.49991798,0.12798715,0.3104981,0.13711031,0.13547261,0.34584677,0.495902,0.14487979,0.74625266,0.16995698,0.14238802,0.36102945,0.35080668,0.42718452,0.13873309,0.12893927,0.60002464,0.36009932,0.14461625,0.13359402,0.13362542,0.5204346,0.15843707,0.39795747,0.5093052,0.46124727,0.47930396,0.13996114,0.36734778,0.57435036,0.21437664,0.10333431,0.11498295,0.371777,0.10951151,0.37730056,0.6559816,0.10871895,0.13451594,0.13488871,0.15545249,0.17030995,0.12778626,0.19003826,0.13934387,0.13121174,0.2267086,0.14062825,0.35728627,0.4706893,0.50110114,0.122125216,0.4173678
contig-51988000002,0.7139483,0.23239937,0.5554713,0.19881628,0.20547745,0.4278199,0.44100016,0.5275353,0.2707307,0.32017958,0.20004061,0.42528594,0.5567846,0.24737903,0.46405149,0.47592992,0.31137076,0.532595,0.1618154,0.31945208,0.17885803,0.16660234,0.3722086,0.50432813,0.17700505,0.6866244,0.2272242,0.18817252,0.38870755,0.38721758,0.47764844,0.17988658,0.16237803,0.5484834,0.3941413,0.1970861,0.18352945,0.16103798,0.5462439,0.21092126,0.4108947,0.47303283,0.490779,0.47225022,0.18677843,0.39885837,0.51473933,0.27676052,0.14419135,0.15238097,0.44811422,0.1486938,0.42731726,0.53955424,0.15329881,0.18658435,0.17421778,0.20348197,0.21953005,0.1736121,0.20417249,0.19475882,0.17011055,0.26449388,0.18336354,0.38401473,0.46381027,0.53458047,0.15773979,0.42489678
contig-5200000000,0.73165524,0.10700159,0.61749274,0.08658536,0.09356605,0.38770717,0.32399964,0.9236435,0.3517497,0.42799038,0.084155366,0.47797394,0.55028546,0.13616571,0.298998,0.6687652,0.28198355,0.5339406,0.058769636,0.23975027,0.059677005,0.04988511,0.34149396,0.2646722,0.05933667,0.47855157,0.09691758,0.07486422,0.69377166,0.35620174,0.6745344,0.07658219,0.07642527,0.33393905,0.26435852,0.15397765,0.092766725,0.063882895,0.46124998,0.14214337,0.33977064,0.42867595,0.4512077,0.6111554,0.10361743,0.39936712,0.31067908,0.26577988,0.044027228,0.07610771,0.44637454,0.07158644,0.3016495,0.19702189,0.05828876,0.1490218,0.07223154,0.16480404,0.106553644,0.07015597,0.08651856,0.12311478,0.076190226,0.40188998,0.089629926,0.5311391,0.32160783,0.42198807,0.05566051,0.46446633
contig-52029000001,0.719842,0.2127071,0.5362201,0.18157001,0.185792,0.42029706,0.44819075,0.5184146,0.23246156,0.3122565,0.17741396,0.45212322,0.5450289,0.2277546,0.5038494,0.45043772,0.2907617,0.5348873,0.13691707,0.319686,0.16598052,0.14099027,0.31948212,0.5115021,0.1521487,0.7099977,0.1863225,0.1625817,0.3841547,0.3856101,0.47364235,0.14626119,0.14051639,0.5455367,0.39887613,0.17267801,0.16114311,0.16399412,0.53669757,0.18076211,0.40510917,0.51294804,0.48648715,0.47020733,0.16222861,0.38744766,0.4952261,0.23819193,0.12502901,0.13194323,0.38710853,0.13074075,0.40481672,0.556264,0.12579899,0.16461821,0.15124834,0.1876113,0.18463336,0.14007877,0.2033102,0.17182977,0.13768199,0.2311173,0.16374308,0.36288226,0.47108972,0.50485915,0.13821182,0.42091632
contig-52053000009,0.6607489,0.21962306,0.6157289,0.20926452,0.2446053,0.42811906,0.3969974,0.72568196,0.48667964,0.36320144,0.22723332,0.4663037,0.5430255,0.23985785,0.35283166,0.6536992,0.33831987,0.5343653,0.17704919,0.3293592,0.1709331,0.15900005,0.42879385,0.31171376,0.18810062,0.49395818,0.21900597,0.19348921,0.6620437,0.43471405,0.57010067,0.20054671,0.18688057,0.3080069,0.33816534,0.28762168,0.20734772,0.18239154,0.5317912,0.28347865,0.4201405,0.40318942,0.5159085,0.56048745,0.22476044,0.47786322,0.37666717,0.35315645,0.15368818,0.21921146,0.46677262,0.18327959,0.3829198,0.25973433,0.16853814,0.27424455,0.20128371,0.2910935,0.2358761,0.19667725,0.20996892,0.23575217,0.19209622,0.46195316,0.22106075,0.6546103,0.41030553,0.49018222,0.1714933,0.43912482
contig-52216000002,0.663704,0.21579036,0.60539985,0.20849788,0.22862624,0.43220803,0.40460795,0.7014915,0.45015353,0.37153578,0.20691405,0.43931898,0.5471325,0.22742923,0.33418164,0.6570395,0.31810662,0.5399544,0.18059714,0.29467994,0.16948295,0.15981281,0.42684174,0.3521367,0.1732603,0.5126876,0.21424444,0.19066246,0.62230766,0.42688477,0.53949755,0.18696384,0.1804807,0.32906282,0.3318566,0.29195696,0.20209028,0.17382193,0.5224645,0.27380264,0.41801444,0.4194783,0.5083669,0.575368,0.21449776,0.47175533,0.4081786,0.34664208,0.14330094,0.19823267,0.4894427,0.17814083,0.36641368,0.28097856,0.16397552,0.2436962,0.1907389,0.27945268,0.22412792,0.19424379,0.20404942,0.2390044,0.2079705,0.4403726,0.22663562,0.5584923,0.411716,0.49440545,0.16261978,0.4452886
contig-52218000009,0.6897987,0.2573762,0.55158675,0.24033913,0.2341511,0.45509064,0.45032513,0.5500203,0.2970775,0.34931594,0.23778301,0.45962328,0.5031272,0.28158993,0.47880262,0.46983904,0.33459172,0.50301975,0.19796745,0.36333197,0.21271867,0.20366646,0.3455536,0.48002166,0.21386015,0.66248214,0.23274307,0.21911514,0.42671767,0.4344803,0.4920687,0.21626206,0.20464765,0.49612522,0.4111786,0.23370928,0.2206007,0.20286874,0.54729205,0.23913842,0.39206254,0.48238546,0.5015764,0.4792061,0.20668451,0.42157498,0.46843505,0.29661685,0.17753392,0.18642391,0.46901363,0.18146352,0.4476514,0.48905754,0.17817067,0.22297885,0.20479345,0.24876763,0.24704687,0.19357233,0.2282652,0.23084848,0.19202371,0.29285628,0.23109184,0.41229632,0.4769207,0.5272952,0.19201888,0.4230348
contig-52278000009,0.6867929,0.19214815,0.6108424,0.16346775,0.15776168,0.4043956,0.3975383,0.7744756,0.4745862,0.39757636,0.16827522,0.43034333,0.5844232,0.19299407,0.37806153,0.6672312,0.3283188,0.5104178,0.121348284,0.29974136,0.122028664,0.10131643,0.37940356,0.31820637,0.119969964,0.500207,0.18093911,0.16209087,0.67250633,0.4147221,0.5695975,0.14331685,0.13932957,0.29792592,0.26968214,0.23159014,0.16638313,0.11977846,0.5003427,0.20403844,0.36879906,0.40383476,0.48616898,0.5178098,0.1546756,0.4459654,0.37489933,0.3500194,0.099633016,0.13690282,0.50562614,0.13015963,0.38811418,0.24319904,0.124781564,0.22198312,0.14805962,0.22300163,0.16722418,0.119355366,0.1477165,0.19519328,0.1398438,0.38399428,0.1498897,0.56647384,0.38883343,0.45527083,0.12027537,0.42709237
contig-52485000006,0.74585444,0.14394395,0.53494763,0.11384371,0.111715615,0.36804226,0.42146537,0.49727398,0.18560766,0.30567655,0.12347423,0.36871707,0.5815163,0.1720225,0.46100146,0.45847946,0.21770199,0.48529345,0.082078494,0.2511733,0.08995902,0.08796536,0.31110248,0.50311583,0.09480159,0.7771344,0.13206024,0.10444487,0.37013182,0.3127006,0.43417516,0.095579796,0.08196449,0.6885043,0.33524585,0.103042595,0.09717874,0.085982054,0.51752317,0.12466612,0.37658948,0.5277567,0.44828486,0.4742193,0.10501891,0.33145398,0.6320617,0.17898263,0.0643508,0.07305532,0.34796742,0.081339814,0.38347146,0.65846616,0.0758127,0.1068724,0.09460987,0.13321042,0.1233284,0.08364905,0.14323524,0.103244424,0.092804864,0.21087424,0.09563202,0.29215512,0.42487448,0.46577013,0.07904562,0.43300918
contig-525000000,1.1610756,0.013646054,0.6091775,0.0052382597,0.008776424,0.36648983,0.24438602,1.4110211,0.07313199,0.31550208,0.0074984524,0.6354908,1.097498,0.0140973935,0.42530963,0.69034195,0.15449575,0.5679529,0.0019352771,0.11680536,0.002278472,0.0013303249,0.7021245,0.34739324,0.0018989879,0.69671494,0.010655768,0.004215403,0.3302413,0.17690998,1.034783,0.003558377,0.0025401015,0.388968,0.05384203,0.00638694,0.00602098,0.0015716117,0.35656917,0.015962785,0.10709916,0.3439318,0.27149254,0.42797315,0.004709106,0.19391853,0.1459325,0.13894516,0.0007161913,0.0018425883,0.9945699,0.0013466347,0.3103192,0.12093726,0.0012216255,0.0072017834,0.0018891122,0.012732523,0.00772063,0.0016661108,0.0041190074,0.0140644815,0.0035084856,0.24363266,0.004188456,0.531162,0.1375191,0.31399727,0.0010281282,0.53936034
contig-52505000009,0.6947745,0.19549802,0.61316687,0.14537922,0.152261,0.4063938,0.3687767,0.7617201,0.35232562,0.4324113,0.13645811,0.45136908,0.54845124,0.19610862,0.36232543,0.61698806,0.35438424,0.5810201,0.10907795,0.29224235,0.11487019,0.09820993,0.36740416,0.3570425,0.10789857,0.5355727,0.170529,0.1480078,0.5554805,0.39185038,0.63841844,0.13261186,0.13517481,0.36562583,0.33257434,0.21624084,0.1557446,0.1200353,0.5002185,0.20174855,0.4059401,0.4509345,0.50283587,0.5504309,0.15188746,0.44047433,0.37168854,0.33397797,0.096503206,0.12414801,0.48507056,0.11540705,0.33538717,0.28186297,0.109591424,0.19887091,0.14024974,0.21784802,0.16960168,0.12467686,0.1372,0.20441777,0.13388091,0.36022913,0.13902432,0.43725073,0.3875873,0.46570098,0.105690956,0.4235247
contig-52559000005,0.728247,0.24790949,0.5300141,0.18143001,0.20158057,0.39732754,0.4731125,0.47781503,0.22699754,0.29025087,0.19698772,0.39259553,0.56648743,0.21589969,0.49259013,0.4769383,0.24589595,0.5094685,0.13899226,0.31907952,0.1624681,0.14851062,0.41323188,0.53733927,0.15971728,0.7438524,0.20286204,0.16234528,0.37816092,0.35974392,0.41398603,0.14852099,0.15239695,0.4764663,0.3364581,0.16556491,0.1475611,0.15822308,0.54396117,0.19438533,0.38572723,0.448194,0.48501194,0.44177514,0.14967859,0.39780182,0.5414632,0.24547628,0.12566212,0.12552796,0.38595563,0.12903264,0.40320385,0.5976162,0.11963051,0.15971953,0.15277897,0.19889505,0.18203764,0.1501223,0.21982479,0.1661881,0.14373198,0.26834035,0.16532849,0.40144804,0.47780392,0.51398987,0.13419805,0.43542835
contig-52683000003,0.7342796,0.16197884,0.524695,0.13392805,0.13047639,0.38700604,0.4368675,0.5189469,0.190303,0.27853274,0.13947475,0.42207366,0.5587199,0.19768058,0.518917,0.4240701,0.2568618,0.48042446,0.098164655,0.28952298,0.11494501,0.10291053,0.3215859,0.51343536,0.11751194,0.7776832,0.14503106,0.11746106,0.357528,0.3354793,0.45166463,0.11530816,0.095884085,0.56428665,0.35746104,0.12341165,0.12382387,0.10999069,0.5377168,0.12714286,0.36110416,0.5225283,0.4503267,0.45480594,0.11340372,0.34740275,0.50987273,0.2087419,0.08294642,0.08892931,0.3906215,0.09178765,0.452686,0.5990387,0.092750646,0.12269656,0.10279437,0.1406472,0.14103313,0.09985312,0.14371423,0.11913242,0.09866853,0.19424173,0.11978555,0.3288683,0.454586,0.5050262,0.09962816,0.42943445
contig-52726000002,0.8055542,0.08158354,0.60381323,0.062438995,0.074304596,0.34499156,0.34355476,0.89945614,0.24969192,0.415444,0.0635206,0.4676488,0.6959133,0.100525536,0.38622656,0.6769808,0.27352914,0.63486534,0.038919058,0.21225214,0.04075993,0.030933712,0.36009634,0.3058711,0.041194048,0.5443003,0.07608318,0.0513931,0.54306436,0.29103556,0.6758982,0.049202386,0.040801127,0.3768062,0.21138628,0.08918984,0.06344061,0.039280854,0.46943596,0.102267385,0.35779518,0.452563,0.42758378,0.6351365,0.067663714,0.35386848,0.32600185,0.25208703,0.026474837,0.044935986,0.43813092,0.038937055,0.33057296,0.2014304,0.032585464,0.089404725,0.04482543,0.097458206,0.07470039,0.03863741,0.05459463,0.09982583,0.05125992,0.29670313,0.05534091,0.4615626,0.30454257,0.4205055,0.03242506,0.42760617
contig-52812000006,0.83816135,0.12705499,0.49973214,0.07386923,0.081647374,0.36415064,0.4504547,0.49121654,0.12559757,0.20378335,0.087311976,0.37555283,0.63669294,0.11574115,0.56366426,0.3969625,0.17188017,0.46820122,0.0468243,0.2391773,0.058396716,0.048025526,0.31404966,0.51642257,0.05645185,0.9158585,0.08347667,0.06712802,0.3460271,0.26123172,0.39623317,0.052174244,0.050769757,0.54807305,0.26819962,0.0633916,0.06125138,0.05338726,0.5074008,0.07830382,0.31260923,0.50811785,0.42355758,0.46135566,0.052995484,0.29082936,0.5840985,0.15455602,0.034870405,0.038052663,0.32453457,0.041453585,0.39631402,0.68173516,0.033767484,0.058436297,0.0549341,0.081768535,0.07816812,0.046332072,0.093523614,0.062900975,0.047898717,0.15094146,0.055348463,0.32067057,0.41253215,0.43790615,0.045287754,0.438347
contig-5285000001,0.72621125,0.2650048,0.5984075,0.20499033,0.24036895,0.4560144,0.4195326,0.6234664,0.30648935,0.41288483,0.19604093,0.5054955,0.63066065,0.21895005,0.44104218,0.59319085,0.40535352,0.6722936,0.17118146,0.34033504,0.19967484,0.1499412,0.4881277,0.50864804,0.1641209,0.60430586,0.25214168,0.21362276,0.40952975,0.4047978,0.5836579,0.16906638,0.16712213,0.40473136,0.3361318,0.21979819,0.1993115,0.18289006,0.53038573,0.27834436,0.41805038,0.41984215,0.50759643,0.44949436,0.18485238,0.45505258,0.37513176,0.34810603,0.13584794,0.16033897,0.5477397,0.14199083,0.3798875,0.3647368,0.13982247,0.19515738,0.1620998,0.23119043,0.1969888,0.1498389,0.19358587,0.2775813,0.19622993,0.37380123,0.1972478,0.54474133,0.42534047,0.52061725,0.14922144,0.39828005
contig-52929000003,0.668513,0.2577536,0.5868662,0.26416102,0.22937505,0.45139724,0.43682492,0.6391428,0.41920218,0.40463522,0.23497005,0.46643764,0.52031314,0.26534954,0.4216603,0.5938559,0.37016243,0.4874733,0.20579615,0.33827975,0.20883246,0.19583012,0.3880642,0.40719596,0.2095278,0.56558406,0.2634883,0.2369389,0.57648474,0.46730506,0.5488951,0.22084102,0.22350816,0.3619238,0.34793434,0.3033939,0.24163091,0.21091083,0.5458765,0.27373943,0.39867458,0.42721772,0.5291847,0.478506,0.23155874,0.46827334,0.4069941,0.36531413,0.18353024,0.21556899,0.5200391,0.20502451,0.39695954,0.3336404,0.19614018,0.28772125,0.22552918,0.29779893,0.26280034,0.21029781,0.22292352,0.27657512,0.21182331,0.380896,0.24808621,0.4885624,0.45320857,0.51697695,0.19950427,0.4366587
contig-52933000011,0.69748986,0.2712948,0.5842478,0.23865242,0.23543316,0.43214768,0.4393684,0.61278856,0.349913,0.45630693,0.23337159,0.4479887,0.5569242,0.25192267,0.43299812,0.592955,0.37166208,0.53993547,0.18485358,0.3244102,0.20947626,0.18062918,0.46326062,0.47168368,0.19015448,0.602861,0.2659115,0.2200192,0.454438,0.44757968,0.5461596,0.19968998,0.20660599,0.39390245,0.33511898,0.24849784,0.21450007,0.19310778,0.53837603,0.26395586,0.39820367,0.41283476,0.52026045,0.4557117,0.21708946,0.45958754,0.40411428,0.3766391,0.17212206,0.18545595,0.5524246,0.18303679,0.38945553,0.37194842,0.17966796,0.24928014,0.19760506,0.25508428,0.24012163,0.19233318,0.21554103,0.26866114,0.20366684,0.39299613,0.22257023,0.48710886,0.4465544,0.5227257,0.1752562,0.43732756
contig-52937000000,0.67646295,0.23772869,0.6035117,0.18036804,0.2372719,0.42917404,0.40665594,0.71240735,0.4686126,0.340162,0.23227493,0.39341763,0.52499914,0.26758525,0.33732647,0.6045926,0.2929565,0.50785106,0.17737581,0.3345162,0.15884995,0.15335426,0.45633727,0.3039885,0.18643755,0.51129234,0.2122613,0.18794307,0.6350654,0.4367625,0.54260826,0.19300008,0.19581965,0.35311675,0.32281765,0.26427907,0.19954146,0.17574099,0.5283053,0.2645906,0.39620027,0.39985517,0.49710795,0.5797463,0.22741356,0.46762735,0.42575207,0.3466205,0.14376111,0.20268519,0.47110006,0.1815499,0.3553798,0.29418448,0.17099519,0.25202578,0.20700227,0.26433802,0.24171488,0.19322875,0.21814135,0.20339298,0.19037229,0.47494346,0.20618442,0.68916863,0.4144379,0.4876988,0.1694753,0.4548635
contig-52952000010,0.7170372,0.23818058,0.54593915,0.17841794,0.19389299,0.399362,0.4384996,0.50389177,0.24483229,0.29822376,0.1983795,0.4027004,0.60443264,0.2371222,0.54035765,0.48272687,0.29638213,0.55770034,0.15405725,0.3708507,0.17286697,0.14569399,0.38627535,0.51952696,0.15795174,0.7065998,0.19301265,0.1869333,0.35900074,0.36349413,0.4566797,0.15580998,0.14262019,0.51437247,0.35938898,0.17345807,0.17128764,0.16527434,0.5449359,0.19841088,0.40717325,0.45747262,0.48605925,0.44450727,0.15827884,0.38798213,0.51730824,0.25586367,0.12932305,0.13643897,0.40767318,0.13481463,0.43968353,0.574406,0.12756121,0.16518408,0.16031662,0.19989616,0.17609632,0.15015492,0.21569593,0.16532293,0.15018262,0.23017737,0.16567107,0.41714668,0.4685813,0.52153575,0.14828493,0.43033767
contig-52962000010,0.66766196,0.25695643,0.6084326,0.22886892,0.24026546,0.44086194,0.42005318,0.6801732,0.46315134,0.40231723,0.23839389,0.41493785,0.5194782,0.26158264,0.38620228,0.6252894,0.35077864,0.51585144,0.1961349,0.31846154,0.19447397,0.17779961,0.4217816,0.36096126,0.201109,0.53790367,0.2442835,0.22483927,0.5955108,0.4571886,0.5505077,0.21276328,0.21986958,0.3309509,0.34082332,0.2985881,0.23613933,0.19800141,0.52071846,0.26959547,0.40132475,0.4072212,0.51406455,0.50209206,0.23585802,0.4728406,0.40390924,0.37746534,0.17373314,0.20773944,0.5144947,0.20497158,0.39131933,0.31575292,0.19726756,0.28591028,0.22406505,0.2912131,0.24029742,0.20737699,0.22484975,0.2451707,0.20836595,0.42935687,0.23025863,0.56331193,0.43703023,0.5020147,0.1943607,0.45050055
contig-5298000006,0.7797248,0.048467975,0.6551927,0.027999043,0.036670707,0.3094716,0.30234745,1.2306387,0.3670937,0.38617167,0.031830546,0.3539524,0.70420897,0.061186906,0.23422863,0.8962712,0.1657238,0.53068244,0.018320277,0.13156779,0.014594466,0.011324178,0.2708614,0.16031784,0.013189098,0.43661478,0.032056503,0.026551455,1.0044698,0.27351555,0.69414735,0.02538911,0.023656735,0.25717923,0.12122601,0.08387477,0.035900697,0.014774315,0.4085668,0.064219445,0.2711404,0.34086573,0.39549008,0.7685675,0.037949488,0.37474003,0.24271734,0.25506496,0.010081088,0.023068164,0.4290227,0.01776767,0.25571284,0.119497865,0.017211244,0.08067769,0.023769775,0.07354975,0.039738297,0.019961659,0.02942069,0.049786437,0.02434502,0.30086344,0.028467357,0.57989407,0.22931893,0.31737974,0.015111724,0.49247086
